project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,,"
  [digiKam] Rewrite database KIO-slaves as pure Qt5 with multithreading
",,,,,,,," KDE, Originally, KIO-Slaves was implemented to run database queries in a separate process to prevent problems with SQlite.
Since SQlite support queries from separate threads, KIO-slaves can be dropped, and a new API can be implemented using pure Qt threads API.
This will improve digiKam portability, and permit adjusting CPU cores assigned to database processes efficiently."
,,"
  Continue improvement of KDE Reports
",,,,,,,," KDE, KDE Reports is the app I started from scratch in GSoC 2013. I'd like to continue improving it and adding more reports."
,,"
  Offering OpenStreetMap support and improving Edit Mode for Marble
",,,,,,,," KDE, Offering OpenStreetMap (OSM) support is crucial for the further development of Marble as it is one of the main geographical data providers out there. It would fill a gap in Marble's reliability and would certainly add one more useful tool to the ""Swiss army knife"". Moreover, refactoring existing code in Marble’s plugins and libraries is bound to be one essential goal, as it would greatly improve the overall code quality and robustness."
,,"
  Restructuring content delivery system with ocs-server and Gluon Player
",,,,,,,," KDE, Plasma is using kde-look to provide their users a distribution system of custom content, let them be backgrounds, themes, apps etc. This service is beginning to feel the age, is unmantained and isn't directly controlled by KDE because the server-side code that runs the service isn't owned by KDE. This project aims to replace kde-look with an in-house fully open implementation of the software stack used to run the content delivery infrastructure. I will update Gluon Player aswell."
,,"
  Further Clang integration in KDevelop
",,,,,,,," KDE, Finish (well, at least fix as many bugs and implement as many missing features, as possible) the kdev-clang plugin to make it an usable replacement for the existing C++ plugin."
,,"
  Port of GCompris to Qt Quick
",,,,,,,," KDE, Abstract

GCompris is about learning while playing . While being interesting to play, every activity should also add to the knowledge of the children. I propose 3 computer science activities and porting the lang activity.

Computer science: In this section there will be some interactive games for kids to that will build their logics and make them familiar to world of computer science. 

Language learning activities will focus on enhancing the vocabulary of children."
,,"
  Factorize And Port to KF5/Qt5 Web Import/Export KIPI Tools of digiKam
",,,,,,,," KDE, The idea of the project is to port all the web import/export kipi tools to KF5/Qt5 framework and then these tools need to be factored so that we can remove the redundancy in the codes of these tools. These tools will also be grouped into different categories so as to decrease the loading time of digiKam."
,,"
  Pointing Devices KCM
",,,,,,,," KDE, Currently there are separate KCMs for mouse and touchpad. Theoretically, they should have a lot in common. However, they have completely different UI and completely different code. Sometimes they conflict - changes in mouse settings affect touchpad too. The goal of this project is to replace mouse and touchpad KCMs with single ""Pointing Devices"" KCM."
,,"
  Introduction of tag, layers and linearization support in okular
",,,,,,,," KDE, Okular is a KDE universal document viewer with support for a lot of different formats like PDF, PostScript®, Tiff, CHM, DjVU, Images (png, jpg, etc.) XPS, Open Document (ODT), Fiction Books, Comic Book, Plucker, EPub and Fax. But it currently lacks some of the features currently supported by the poppler ( pdf backend for okular ) such as pdf layers, tagged pdf support and linearized pdf support. This project focus on implementing the missing functionalities."
,,"
  Port of GCompris in Qt Quick
",,,,,,,," KDE, Currently GCompris has few activities and is mainly centered in math,fun games and mouse simulations.
Looking at the great response from  users of GCompris,I think that GCompris should include more activities which will make it more resourceful,usable and popular among young children and teachers .My main goal will be porting some more activities from its existing GTK+ version and introducing something new.
I am interested in creating a new section of Science,Environment and Computer Sciences."
,,"
  Package Install for 3rd Party Applications
",,,,,,,," KDE, KDE applications need to install software (extra features) in various places. Most applications don't have an interface wherein one can do so. The task is to implement such an interface for the apps that need it. This has to be done in a way such that it works across all major distributions."
,,"
  Make an Editor Library/Plugin for KVTML Files
",,,,,,,," KDE, The goal of the project is to separate the built-in editor in Parley into a library and/or plugin and make it available for other applications. This editor library should be made flexible and configurable so that applications with different needs could create an editor which supports the level of sophistication that suits that application best."
,,"
  Better Tooling for Baloo
",,,,,,,," KDE, This project aims to provide better Tooling for Baloo. These tools will include a UI and CLI tools to monitor status of Baloo and UI to visualize which types of files are taking how much of storage, utilizing the data indexed by Baloo."
,,"
  Porting Marble to Android platform
",,,,,,,," KDE, Nowdays more and more Android devices are being used worldwide as personal devices and in education too. So it will be good if Marble would be available on this platform.

I would like to work on porting Marble to Android platform with Qt for Android. This basically means to rewrite the UI and design it for mobile platforms, refactoring the original sourcecode if needed and writeing the Android specific codes. At the end of the summer a working version should be created."
,,"
  Integration VTK into LabPlot
",,,,,,,," KDE, Integrating VTK into LabPlot for 3D data visualization."
,,"
  kopete - PGP plugin
",,,,,,,," KDE, Purpose of this project is to fix or create a new PGP encryption plugin for kopete. Up until now, kopete uses obsolete encryption plugin so it needs polishing or a new encryption plugin from scratch!"
,,"
  Adding the Constellation Art Feature in KStars
",,,,,,,," KDE, KStars is a desktop planetarium application under the KDE Education Project. The project idea is to add constellation artwork unto the sky map and integrate it into KStars. I propose to implement the 88 modern constellations recognised by the International Astronomy Union (IAU), and the 27 asterisms from the Indian system called Nakshatras. This framework could be extended to support any future sky culture if the images are compatible with KStars."
,,"
  akonadi next settings
",,,,,,,," KDE, The core of this proposal is to code the configuration/settings part for the coming iteration of Akonadi (AkonadiNext)."
,,"
  [KDevelop] C++ code refactoring (powered by Clang)
",,,,,,,," KDE, Ability to easily perform source code refactorings influences approach to software development. We know advantages of IDEs for Java or C# which gives possibility to postpone some decisions and change them later.
My proposal is to write refactoring tools based on Clang and integrate them with the KDevelop - probably the most complete open source C++ IDE. With these new features many programmers may choose C++ language for their projects knowing that C++ world competes well with other languages."
,,"
  Improve Marble's OSM vector rendering and printing support
",,,,,,,," KDE, The project's main focus will be on polishing various aspects of screen rendering and printing. This includes features like the OSM vector rendering, the printing support, the zoom with the mousewheel, some performance-tuning including patches and bug-fixes, and if possible improving the experimental OpenGL support too. Special focus will be on testing these improvements  - especially the printing support -, to ensure compatibility on multiple platforms."
,,"
  Animation in Krita
",,,,,,,," KDE, There is a clear demand for raster based software for hand-drawn animation. It is a highly requested feature for Krita, whose powerful drawing and painting tools would offer a great basis for it.

Previous attempts at animation plugins have shown that a different approach is needed. Integrating animation deeper will allow better performance, usability and versatility of features. This project aims to integrate a keyframing framework into Krita and create user interfaces needed for animation."
,,"
  Kopete: Improved History Plugin
",,,,,,,," KDE, Kopete already includes two history plugins. However, these have been found lacking, and there is need for an improved history plugin.This project aims to come up with a new SQL based history plugin, with an improved interface and the ability to import/export chat logs to other IM applications."
,,"
  Port Kopete to KF5
",,,,,,,," KDE, The KDE frameworks 5 is the next generation of KDE libraries, modularized and optimized for easy integration in Qt applications. They represent an effort to rework the powerful KDE Platform 4 libraries into a set of independent, cross-platform modules that will be readily available to all Qt developers to simplify, accelerate and the reduce the cost of Qt development.[1]"
,,"
  Improve KDE Connect encryption
",,,,,,,," KDE, This project aims to apply modern world cryptography techniques i.e. TLSv1.2 protocol to establish a secure and reliable connection between the devices connected through KDE connect.This will make communication between devices more secure by full packet integration, integrity checks and peer authentication."
,,"
  Integrate Cantor with LabPlot
",,,,,,,," KDE, This project aims to integrate cantor (a front-end to powerful mathematics and statistics packages) with LabPlot (a scientific data plotter application). The expected result is a to use cantor's session data as to plot graphs inside labplot"
,,"
  KDevelop - Checker Framework - Alternate version
",,,,,,,," KDE, In the following proposal I lay out a plan to implement the checker framework idea, from the ideas page.

In this particular version this means:
Refactoring, breaking up the current problem reporter plugin's code and moving it into the shell. Reusing the problem model in error checker plugins, and integrating their views on a unified widget. Implementing new error checker plugins with the new framework."
,,"
  Finish implementation of an outliner for Calligra Author
",,,,,,,," KDE, The main aim of the project is to finish an outliner (special tool to help planning and writing novels) as a part of Calligra Author application using the codebase created last year."
,,"
  Ekos Scheduler
",,,,,,,," KDE, In the following proposal i intend to give an overview regarding the implementation of a simple Scheduler which will be able to automate astrophotography sessions based on some limitations and constraints given by the user."
,,"
  TV optimized dashboard support in Plasma Media center
",,,,,,,," KDE, During GSoC 2014 PMC was ported to KDE Frameworks 5 and QtQuick2. Also PMC now can be loaded by plasmashell as shell package. This proposal aims to provide TV optimized dashboard support for the PMC. Currently PMC shell package is using desktopcontainment for loading and interacting with plasmoids which is highly dependent on the mouse for its operations. This proposal aims to eliminate this limitation and provide containment interface which can work with remote control/keyboard."
,,"
  [Kdenlive] - Add support for new Animation capabilities
",,,,,,,," KDE, This project aims to upgrade the animation capabilities to allow much simpler, smoother and more general animations than the traditional keyframes technology and also intend to provide new widgets to edit these properties, and eventually evolve on-monitor interactions."
,,"
  Porting of Amarok to Qt5/KF5
",,,,,,,," KDE, Currently, kdelibs is distributed as a single set of interconnected libraries
which makes it bulky. Under the KDE Frameworks 5 efforts, these libraries are
being remodelled into a set of independent modules enabling the developers
to use only the specific parts which they need and avoid pulling unwanted
dependencies.
Amarok currently uses Qt 4, kdelibs and Plasma 4. This project aims to port
amarok to Qt 5 while using KDE Frameworks 5 enabling amarok to derive
their benefits."
,,"
  DATAPICKER FOR LABPLOT
",,,,,,,," KDE, To develop Datapicker for Labplot, it is a tool which converts an image file showing a graph or map, into numbers."
,,"
  IRC Protocol for Kopete
",,,,,,,," KDE, Kopete is a multi-protocol, free software instant messaging client of KDE. The goal of Kopete is to provide users with a single easy-to-use way to access all of their instant messaging systems. 

Kopete KDE3 version had plugin for IRC protocol. Porting that IRC plugin to new KDE versions was never finished and Kopete does not have working support for IRC yet. This project aims to provide a full-fledged IRC Plugin support to Kopete."
,,"
  QUnit - Standard reporter interface
",,,,,,,," jQuery Foundation, Aim of the project is to develop a standard reporter interface that can be shared among JavaScript testing frameworks. For more details, see https://github.com/jquery/qunit/issues/531."
,,"
  jQuery Mobile: Upgrade and Refactor Test Suite
",,,,,,,," jQuery Foundation, Project aims to completely refactor and upgrade the current test suite of jQuery Mobile so as to ensure maximum coverage on all the supported platforms. During the project, we will test various testing libraries primarily Intern to improve current tests and ensure best quality code."
,,"
  Better Profile Support
",,,,,,,," XBMC Foundation, Kodi's support for profiles is currently very hacked together, even at the database level. This project involves a redesign of the profile system from the ground up, including some changes to the database and how profiles are accessed."
,,"
  NVIDIA GameStream
",,,,,,,," XBMC Foundation, Add NVidia GameStream support to the Game API in Kodi"
,,"
  Creating cross-platform room correction for Kodi
",,,,,,,," XBMC Foundation, Kodi, formerly known as XBMC is an award winning state of the art opensource media player. Its Audio Engine (ActiveAE) includes a variety of features in the context of audio post-processing, decoding and channel mapping. In order to push the audio experience to a new level, the listener's ambience needs to be taken into account. This GSoC project wants to optimize the audio itself during playback to perfectly fit into the environment of the listener."
,,"
  Kubernetes: Improve Proxy
",,,,,,,," Google Kubernetes, Google's Kubernetes is an open source system for managing containerized applications. Kubernetes currently uses a proxy to route between services consisting of a tcp/udp proxy in go along with some iptables rules.

Ideally where possible we can improve performance by using iptables to perform transparent routing in place of the userspace proxy. See: https://github.com/GoogleCloudPlatform/kubernetes/issues/3760
I'm also interested in adding pf support for OSX/BSD.

Markdown Proposal Link:"
,,"
  Kubectl documentation and UX enchantments
",,,,,,,," Google Kubernetes, Kubernetes is an open source system for managing containerized applications. A user can use the command line tool kubectl to deploy, maintain, and scale his applications. The purpose of this proposal is to improve user's navigation experience on kubectl through helpful API type/operation descriptions on both CLI and Swagger (Issues: #3060, #5331, #3059 and #2971) and also through implementing various other issues from the CLI roadmap."
,,"
  Port an SDL-based C++ open source game to Céu
",,,,,,,," LabLua, The idea is to show that a game of a considerable size (30,000-50,000 lines of C/C++ code) could be written using reactive programming language Céu in a few months.

The most possible game candidate is Supertux yet.

Game would be written on Céu from scratch. There also would be a report about Céu game development experience and the final game would be compared with the original.

I've already worked with SDL2 using C/C++ and built the development environment on my Windows machine."
,,"
  Typed binary format for dynamically evolving RPC applications
",,,,,,,," LabLua, Distributed systems that use the RPC model could benefit from having typing data included in invocations. This would make it possible to quickly find deployment problems related to mismatching interfaces between different nodes. Most current RPC protocols do not include typing data in invocations or, if they do, this information is present in inefficient representations. The goal of this project is to design and develop a typed binary serialization format and an RPC protocol using this format."
,,"
  Port Lua Test Suite to the NetBSD Kernel
",,,,,,,," LabLua, The Lua programming language has been ported to the NetBSD kernel, so as to allow interaction with kernel subsystems by means of a higher-level language. The main goal of this project is to port the Lua test suite to the NetBSD kernel."
,,"
  Sailor: Web development in Lua
",,,,,,,," LabLua, Lua is greatly used in embedded systems but it's also excellent as a general purpose language. Its use in web development, for example, could be more widespread. Sailor is a web MVC framework completely written in Lua that allows to write robust web systems using Lua programming language. It's in early development stage with two releases under MIT License. Its participation in GSoC would be very beneficial for both Sailor as a project and for the Lua community."
,,"
  Add support for WSDL generation to LuaSOAP
",,,,,,,," LabLua, Add support for WSDL generation to LuaSOAP by implementing an automatic generator of WSDL documents."
,,"
  Elasticsearch Lua client (elasticsearch-lua)
",,,,,,,," LabLua, Elasticsearch is very good and scalable search engine. It provides a REST API accessed though JSON format. There have been many clients written in different languages(php, js, python, ruby, etc.) to wrap around the REST API.
There has been no client for lua.
My project aims to create an elastic-search client in Lua."
,,"
  Improve accessibility of the KA Lite platform
",,,,,,,," Foundation for Learning Equality, In line with one of core values of FLE, “Design for Everyone”, this project aims to improve the accessibility of KA Lite, an offline version of Khan Academy, by exploring the experience of diverse learners through user testing, and letting the results of those tests guide the technical solutions. Project will use the Website Accessibility Conformance Evaluation Methodology (WCAG-EM) to determine compliance with WCAG 2.0, and try to integrate a11y into the  automated test workflow of KA Lite."
,,"
  Recode Khan Academy videos into a low-bandwidth vector format
",,,,,,,," Foundation for Learning Equality, Khan Academy videos are essentially a series of pen-strokes on a simple background image. If we could accurately identify the operations being performed (like drawing, erasing) and the visual objects being drawn, we can convert the video into a vector-based representation which will contain almost the same amount of information but would require a very low storage space. We also need a system to create new videos using this vector-based approach and the playback capability."
,,"
  Liquid Galaxy Android POI controller
",,,,,,,," Liquid Galaxy Project, To create a fluid Android apk controller for the Liquid Galaxy. This user interface will have two main sections: POIs and TOURs selector, Search by on screen keyboard and voice.

There will also be a Management Tool protected by a pin."
,,"
  Re-architecturing and Random Panorama for the Peruse-A-Rue App
",,,,,,,," Liquid Galaxy Project, This Proposal concerns Peruse-A-Rue; Street View for Liquid Galaxy application. The project contains two parts:

1. Addition of a new random panorama feature to Peruse-a-Rue that allows random panoramas within certain limits, similar to www.geoguessr.com and www.mapcrunch.com.

2. Migrating the master display code to run on the touchscreen client, hiding the delay currently seen between the visible master and slave displays. This will also allow a current heading to be shown easily."
,,"
  Liquid Galaxy Project -- Chinese street view in “Peruse-a-rue”
",,,,,,,," Liquid Galaxy Project, The Chinese street view is a great implement of  ""Peruse a rue"" . But there are still some  limitations in the Chinese street view. For example, Baidu.co and Tencent,co cover different street view areas, therefore we can merge Baidu's APIs into this project. And Tencent.co has released new street view APIs, which contain more features. we can add these feature and fix the bugs it brings. I would like to add these features into this project."
,,"
  FAED Display
",,,,,,,," Liquid Galaxy Project, I have been planning to develop a visualization layer and a graphic interface for the LG where the user will see the information related with the FAED project, which is weather data (wind, humidity, etc) and the drones situation, movements, etc in (almost) real time."
,,"
  View Your Data
",,,,,,,," Liquid Galaxy Project, View Your Data is a project ideated jointly by me and Andreu Ibáñez, mentor at GSOC Google Liquid Galaxy project, a project with 4 years in the GSOC.

The aim of the project is to create a tool that imports data of BigData platforms, and based on them create any presentation data layer to display in the Liquid Galaxy. 
We want to choose for the GSoC as a pilot the  FiWare platform, the most used in Europe, and with many different data, that we pretend to add as layers on Liquid Galaxy."
,,"
  Improve user experience with CMIS
",,,,,,,," LibreOffice, I want to improve user experience with connecting to the online document storage services. Now it is not easy to access to CMIS, because most users use default system dialogs to open files and this feature is only accessible through LibreOffice’s custom file dialogs. Second task will be implementing document preview in the system file dialogs."
,,"
  Review of the sidebar & its functionality
",,,,,,,," LibreOffice, The project aims to improve the user interface and usability of sidebar by rearranging the existing controls and creation of new tabs. It is based on the bug - 65138 and it will include sub tasks of solving the high priority enhancement requests listed in the meta bug."
,,"
  Cleanup internal drawing units in Calc
",,,,,,,," LibreOffice, Calc currently uses a mix of specifying the units that are used when drawing - mixing drawing in pixels, and drawing in 1/100's of mms. This task would be about converting all functions to use a common unit of measurement."
,,"
  Integrate gtktiledviewer into GNOME-Documents
",,,,,,,," LibreOffice, Today, GNOME Documents spawns LibreOffice via a rather unreliable unoconv command-line that converts documents to PDF. It is not only unreliable but also the results are not good, for example, spreadsheet rendering results are quite bad. 

With this project, we would be improving the existing libreofficekit based gtk tiled renderer, which would, then, be a very good replacement of the unreliable unoconv command in gnome-documents."
,,"
  Reuse Mozilla's rolling update mechanism for LibreOffice
",,,,,,,," LibreOffice, I propose to implement a rolling update mechanism for LibreOffice based on Mozilla's rolling updater code. Doing this will help improve the LibreOffice user experience for users who want a convenient method of updating their software to get the latest and most secure versions of LibreOffice. My plan is to get all the relevant code pointers in the Mozilla updater code, and then convert them to be compatible with LibreOffice's existing update mechanism and locale support."
,,"
  Dynamic Text Chaining and Hyphenation in Draw
",,,,,,,," LibreOffice, The aim of this project is to add features to text boxes in Draw, allowing in particular:
- flow of content from one frame to another logically linked to it;
- hyphenation.
This project is based on the GSoC idea “Improve Text Boxes in Draw” in LibreOffice wiki."
,,"
  Finishing integration of Firebird backend
",,,,,,,," LibreOffice, I will work this summer on finishing integration of Firebird backend 

The main remaining issue is that the firebird data format embedded in the .odb file is endianess-dependent. The idea is to switch to Firebird's ""archive"" format that is not.

I started by cleaning the previous gerrit and submitting new one

https://wiki.documentfoundation.org/Development/GSoC/Ideas#Finish_Firebird_driver_integration"
,,"
  Haskell UNO Language Binding
",,,,,,,," LibreOffice, Haskell is an advanced purely-functional programming language. Its current state is the result of many years of research providing many state-of-the-art features: strong static type system, great power of abstraction, parallelism support, amongst others. These features can benefit LibreOffice and provide an entry point for new developers and researchers. It allows to easily implement techniques that can provide, e.g., new paths to optimizations of algorithms with the use of multi-core CPUs."
,,"
  Rework the Expert Configuration dialog
",,,,,,,," LibreOffice, The ""Expert Configuration"" dialog is too slow to appear with accessibility enabled. This is because the amount of configuration entries is just too large for practical use in a single list. The list should be reworked to be a tree of options and progressively show/hide branches of the options tree to work with blocks of smaller segments of options."
,,"
  Improving Automated Error Checking
",,,,,,,," LibreOffice, While LibreOffice currently does feature validity checking, the functionality is rather basic; I propose adding a great variety of validity checks, automated consistency checks even during data input,"
,,"
  Implement Apple Numbers import filter
",,,,,,,," LibreOffice, The goal is to implement a import filter for the Apple Numbers('09) format. The new filter will be added to libetonyek, which is an existing library for parsing Apple Keynote format, rather than being in a separate library, as there is a large overlap between the two format's capabilities, which makes it possible to reuse a lot of basic stuff."
,,"
  Improving CFI in existing llvm based commodity os KCoFI
",,,,,,,," LLVM Compiler Infrastructure, Control Flow Integrity is a security mechanism that protects against Control Flow Hijack attacks. KCoFI is a commodity os kernel that provides protection against such attacks using CFI. This project aims to improve KCoFI by implementing improvised security mechanism to make this kernel stronger against attacks."
,,"
  Compile-Time Optimizations in Polly
",,,,,,,," LLVM Compiler Infrastructure, Improving the compile-time of polyhedral compilation tools and Polly has been an issue for some time. However, recently, lot of progress has been made. The aim of this project is to improve the compile-time of Polly by a large-factor. Some of the prominent changes I plan to make are: changes to the representations in the Integer Set Library (ISL) that Polly uses, and to modify the position of Polly in LLVM pass pipeline and it’s interactions with other passes."
,,"
  Application for the The LLVM's ""Copy-paste detection"" project
",,,,,,,," LLVM Compiler Infrastructure, The application was written in markdown format and can be found on the Gist, the link is attached below. It is advised to read it on the Gist as it has better Markdown support than this application form."
,,"
  fplll: Implement transformation matrix recovery and LLL on Gram matrices
",,,,,,,," lmonade: scientific software distribution, There are two parts to this project: the first is to implement a variation of the LLL-algorithm, the core algorithm of the library, to run on the Gram matrix of the basis rather than on the explicit basis. The other part is to allow for the retrieval of the transformation matrix (that is, if the original basis is B and the LLL-reduced basis is C, we want U s.t. C = B.U). This will be done in two ways: explicitely solving U = B^-1 * C and computing U during the execution of the LLL-algorithm."
,,"
  Fast Linear Algebra over Extension Fields
",,,,,,,," lmonade: scientific software distribution, The objective of the project is to provide asymptotically fast linear algebra routines over non-prime finite fields F_{p^k} by creating a generic data structure which treats matrices with polynomial entries as polynomials with matrix entries and using already implemented operations on matrices over F_{p}."
,,"
  Integer Factorisation In Flint: Self Initialization Quadratic Sieve
",,,,,,,," lmonade: scientific software distribution, The aim of this project is to add a robust implementation of SIQS(Self initialization Quadratic Sieve) algorithm, which is a general purpose integer factorisation algorithm, to FLINT. FLINT stands for Fast Library for Number Theory, and comes under 'lmonade: scientific software distribution' which is  an umbrella organization for various projects. More information about these can be found at,  http://flintlib.org/ and http://www.lmona.de/"
,,"
  Integer factorization in FLINT: the Self Initializing Quadratic Sieve
",,,,,,,," lmonade: scientific software distribution, Currently FLINT lacks a robust module for big integer factorization. For small numbers, there exists a very fast implementation of the William’s p+1 factoring algorithm, which can be used. However there is no such implementation for bigger numbers.
   
     The target of my project would be to implement a quadratic sieve and optimize it so that it is capable of factoring a 60 digit number in 8 seconds on a single core, and a 100 digit number in under a day."
,,"
  Factorization of LODOs in FriCAS - the van Hoeij algorithm
",,,,,,,," lmonade: scientific software distribution, This project will lead to an implementation of Mark van Hoeij's algorithm for factoring of linear ordinary differential operators with rational function coefficients in FriCAS (using Spad language), offering at least computation of generalized exponents given factoring routine for polynomials and ""easy"" cases of factorization given in chapter 3.5 of van Hoeij thesis."
,,"
  Implement BLAS wrappers in FLINT to improve linear algebra performance
",,,,,,,," lmonade: scientific software distribution, FLINT implements matrix multiplication using integer arithmetic. The Basic Linear Algebra Subprograms (BLAS) define a set of fundamental operations on vectors and matrices which can be used to create optimized higher-level linear algebra functionality. The goal of this project is to allow FLINT to use an external floating-point BLAS library to multiply matrices over finite fields, integers and rationals [High Performance GEMM-based Level 3 BLAS : Kagstrom, Ling and Loan]"
,,"
  Porting seL4 to RISC-V
",,,,,,,," lowRISC, Porting seL4 microkernel to RISC-V would assert this new powerful ISA hardware capabilities, exposing bugs and allow new hardware mechanisms (thanks to the open-source hardware flexibility) to be introduced. The project aims to port the small, but powerful, seL4 microkernel to RISC-V and this is of interest to both seL4 and RISC-V communities. Moreover, it will allow software L4 microkernel developers to interact with hardware designers narrowing the gap between each other."
,,"
  An online Verilog IDE based on YosysJS
",,,,,,,," lowRISC, The project is to build an online Verilog IDE based on YosysJS. Verilog IDE means here the ability to code in Verilog, synthesize the code into a digital schematic and evaluate the schematic. First step is to produce an interactive schematic viewer. Second step is to give the ability to the user to evaluate easily his schematic. Last step is to create an web application based on the previous work. The user will be able to save Verilog Codes and to get access to saved codes."
,,"
  Revitalizing Pallet
",,,,,,,," The MacPorts Project, The idea behind the project is to revitalize the Official MacPorts GUI, Pallet, to a workable state (according to https://trac.macports.org/ticket/45835#comment:9 as of 14 days it still has errors on compilation), and then to improve it through a variety of means."
,,"
  [MacPorts] Generate Portfiles
",,,,,,,," The MacPorts Project, Implement port-create command for generating Portfile templates by using various sources including tarball URL, Github homepage URL, specific files in tarball, pypi, CPAN and others"
,,"
  Blender and MBDyn for Blender 2.6+
",,,,,,,," MBDyn, Department of Aerospace Engineering at the Polytechnic University of Milan, This project aims at updating the existing ""Blender and MBDyn"" for the new Blender 2.6+ Python API. This would involve defining the GUI as per the new API standards, porting over the existing functionalities over to the new tool, as well as improving many existing features. The project also aims at updating the tool with the recently added elements to the MBDyn element library. The project also aims at implementing the support of NetCDF format in the tool."
,,"
  Libraries Update
",,,,,,,," MBDyn, Department of Aerospace Engineering at the Polytechnic University of Milan, The project idea aims at making the internal libraries used by MBDyn simplified as it have somewhat complicated configuration.

Key-points of this Project Ideas are:

1) Make the libraries installable
2) Abstract libraries in a rational manner, to reduce/eliminate cross-dependencies
3) Replace standard features from broadly available libraries (example Boost)"
,,"
  Port InnoDB memcached interface to MariaDB
",,,,,,,," MariaDB, Memcached is a widely used CRUD protocol. MySQL provides a plugin, which allows to access and modify data in db via Memcached protocol instead of SQL. By using Memcached interface a far higher performance of simple db operations can be achieved [0]. Goal of this project is to port MySQL Memcached interface plugin to MariaDB. Furthermore, the plugin will be restructured in order to provide better access security (one table/port approach)."
,,"
  Automatic provisioning of slave
",,,,,,,," MariaDB, Setting up a replication slave involves copying of initial data from the master to the slave. This currently needs to be done manually. Goal of this project is, to create build-in method for automatic provisioning of slave without restricting master or reducing his performance. After such copy, slave is fully up to date even with changes done during provisioning process."
,,"
  Table functions (a.k.a UDF returning arrays / result set)
",,,,,,,," MariaDB, The project is to add functionality for User functions (UDF-like) that return a table, rows and columns. It should be possible to use it in other statements."
,,"
  Improved Temporary Tables
",,,,,,,," MariaDB, The way temporary tables are opened  in MariaDB does not allow them to be used more than once in the same query like with ordinary tables. That is to say we cannot perform for example a join operation on a temporary table and itself. This project will break this limitation on temporary tables by providing an efficient way of opening temporary tables such that they can be reused in the same query just like ordinary tables."
,,"
  Table functions (a.k.a UDF returning arrays / result set)
",,,,,,,," MariaDB, The User defined functions  scan tables and return a single value  per row processed. Extending this functionality to scanning and returning a table, filtering tables and returning  specific rows or columns  from custom code(user defined function) will add more power to user defined functions API.  This project will provide a mini storage engine capable of handling user defined functions that can return a result set."
,,"
  Import and export popular data formats from and to dynamic columns.
",,,,,,,," MariaDB, Connector/C and server support for dynamic columns needs import and export methods for dealing with popular data formats like JSON, XML, GML and other variants. Using arrays  as dynamic column is a good workround for users. This project will add support for arrays as a dynamic column value,  extend Connector/C to include a library of functions to import and export popular data formats from/to dynamic columns as well as providing user defined functions to provide the same functionality in server."
,,"
  Adding XtraDB Redis interface to MariaDB
",,,,,,,," MariaDB, MySQL  has a cache interface built over Memcached as a plugin to InnoDB. The task of the project is to develop Redis Cache Interface, run against MariaDB, and make it work against XtraDB/InnoDB for the 10.2 series of MariaDB."
,,"
  GIS module and data analytics tool integrated with web application
",,,,,,,," MEDES-IMPS, Main goal of the project is to integrate a GIS module to the generated web application. It will allow the users to display georeferenced forms on a map, pick a form from a map and list them. This tool will be capable to run in offline mode. Analysing georeferenced data is also as important as visualising it. Therefore, in addition to GIS module there will be a data analytics tool or query language which provides to run some data analysis algorithms to users such as nearest neighbours algorithms."
,,"
  Component Development Kit
",,,,,,,," MIT Media Lab, App Inventor is the one of the most easiest path from idea to product. Almost everything great and big out there on the internet has one key feature called growth or scalability. Component Development Kit (CDK) for App Inventor just does that. CDK gives App Inventor extendability allowing developers to create custom components not already available in  App Inventor. These  components can be imported to any App Inventor project hence boosting the development of similar projects."
,,"
  CDK (Component Developer Kit)
",,,,,,,," MIT Media Lab, CDK (Component Developer Kit) is a project I find very interesting seeing that it will add more flexibility to the system. Sometime, users specifically experienced one, are stuck during there development because a feature they want to use is unavailable as a component. Having a Component Developer Kit will allow them to build their apps more efficiently. Furthermore, this can be a starting point for an open plugin store where developers can submit created components."
,,"
  Organizing code in the Blocks editor
",,,,,,,," MIT Media Lab, Currently there is only one main workspace and all blocks will share that. This can be a limitation when the number of blocks grows. It would be a lot easier to work with bigger projects if there was a way to organize blocks, either by feature, or in folders, or in some other ways.

Expected results: Implement an easy way to organize code in the blocks editor."
,,"
  Menu Options For App Inventor
",,,,,,,," MIT Media Lab, Menus are a common user interface component in many types of Android applications, it is used to present user actions and other options in activities. This project aims to enable App Inventor to implement a new Menu component with a set of actions for the options menu and provides click events for each added options."
,,"
  Proposed summer project
",,,,,,,," MIT Media Lab, Please go to 
https://www.dropbox.com/s/3ghzsxsp15ojzrw/proposals.pdf?dl=0
for the complete proposal"
,,"
  Shapefile and GPX support
",,,,,,,," Cesium Community, The project consists of extending Cesium by adding native support to two formats, namely: GPX and Shapefile.
The final goal is to allow users to import and visualize GPX/Shapefile data by using only Cesium."
,,"
  Refactor Cesium Sandcastle
",,,,,,,," Cesium Community, Cesium Sandcastle is a very useful tool to learn and develop Cesium applications. However, since it was one of the earliest Cesium applications written, it was developed in Dojo and lacks responsive design. This project aims to make Sandcastle mobile-ready, and remove it's dependency on Dojo, as well as add a few more features to the Sandcastle application to make it more powerful and useful."
